,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,CLTV,Age,Number of Dependents,Churn Label,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Gender,Married,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check
6063,3,71,30.68,18,85.75,6223.8,4.6,0,2178.28,8397.48,4487,59,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
6064,0,9,31.28,0,19.05,157.65,0.0,0,281.52,439.16999999999996,3248,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
6065,1,54,41.93,0,20.35,1092.35,0.0,0,2264.22,3356.5699999999997,5646,48,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
6066,2,32,0.0,53,36.25,1151.05,0.0,0,0.0,1151.05,2609,48,3,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6067,6,37,4.5,9,62.8,2278.75,16.97,0,166.5,2428.28,5229,57,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
6068,0,54,0.0,10,45.2,2460.55,0.0,0,0.0,2460.55,5435,47,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
6069,7,28,33.09,19,89.9,2433.5,0.0,0,926.5200000000001,3360.02,3676,56,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
6070,7,13,5.58,0,19.75,246.7,0.0,0,72.54,319.24,4314,45,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
6071,0,17,13.02,73,44.6,681.4,0.0,0,221.34,902.74,2130,27,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
6072,1,32,12.35,0,19.4,641.15,0.0,0,395.2,1036.35,3846,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
6073,1,1,24.33,59,90.1,90.1,0.0,0,24.33,114.42999999999999,4142,20,3,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6074,0,38,30.09,18,89.1,3342.0,0.0,90,1143.42,4575.42,2675,63,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
6075,0,1,15.66,29,44.0,44.0,0.0,0,15.66,59.66,4020,62,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6076,0,7,9.43,0,19.45,165.35,0.0,0,66.00999999999999,231.35999999999999,2600,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6077,0,37,37.18,9,64.65,2347.85,0.0,0,1375.66,3723.51,5255,42,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
6078,0,27,39.67,59,76.1,2093.4,30.14,0,1071.0900000000001,3134.3500000000004,3291,26,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
6079,0,66,13.28,24,90.05,5965.95,0.0,0,876.4799999999999,6842.429999999999,5813,61,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
6080,0,3,44.42,6,77.4,206.15,0.0,0,133.26,339.40999999999997,5528,36,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
6081,7,30,17.33,13,70.25,2198.9,0.0,0,519.9,2718.8,5417,53,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
6082,0,26,0.0,47,35.75,1022.5,0.0,0,0.0,1022.5,2734,25,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
6083,0,20,27.11,0,19.7,419.4,0.0,0,542.2,961.6,2120,62,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6084,0,51,42.93,11,81.0,4085.75,0.0,10,2189.43,6285.18,4121,54,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6085,0,11,49.8,0,20.4,231.45,0.0,0,547.8,779.25,5397,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
6086,1,62,4.7,28,84.95,5150.55,4.68,0,291.40000000000003,5437.2699999999995,6307,46,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
6087,5,60,5.43,29,95.4,5812.0,0.0,0,325.79999999999995,6137.8,4149,59,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
6088,0,72,11.41,17,86.65,6224.8,0.0,0,821.52,7046.32,4621,39,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
6089,0,10,37.59,0,20.45,242.4,0.0,0,375.90000000000003,618.3000000000001,4613,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
6090,4,65,36.5,0,24.75,1715.1,0.0,0,2372.5,4087.6,6263,52,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6091,0,41,41.85,16,89.2,3645.75,2.21,0,1715.8500000000001,5359.39,3259,35,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
6092,6,5,6.7,0,24.3,132.25,0.0,0,33.5,165.75,3181,41,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6093,0,39,48.61,0,19.35,779.2,0.0,0,1895.79,2674.99,2607,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
6094,1,62,16.48,0,24.8,1476.25,0.0,0,1021.76,2498.01,5105,60,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
6095,0,18,12.97,0,23.75,424.5,0.0,0,233.46,657.96,3076,45,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
6096,2,68,8.62,53,64.1,4326.25,19.12,0,586.16,4893.29,5553,23,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
6097,0,10,6.5,76,85.95,858.6,0.0,0,65.0,923.6,4922,20,2,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
6098,1,70,40.28,13,106.05,7554.05,0.0,0,2819.6,10373.65,4583,40,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6099,0,2,11.19,14,69.8,146.65,0.0,10,22.38,179.03,3527,31,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6100,0,19,29.55,13,78.7,1495.1,26.84,0,561.45,2029.71,2464,57,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6101,4,68,41.46,30,58.25,3975.7,0.0,140,2819.28,6934.98,4620,49,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
6102,6,23,48.73,75,75.3,1702.9,0.0,0,1120.79,2823.69,5903,51,3,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
6103,0,25,0.0,75,35.05,844.45,0.0,0,0.0,844.45,2754,32,3,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
6104,0,72,22.77,0,21.15,1419.4,19.31,0,1639.44,3039.53,5306,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
6105,1,36,12.61,0,20.85,720.05,0.0,0,453.96,1174.01,5744,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
6106,0,36,46.92,5,55.8,1941.5,0.0,70,1689.1200000000001,3700.62,4770,38,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
6107,5,2,29.03,10,71.65,135.75,0.0,0,58.06,193.81,3916,33,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6108,7,63,0.0,16,39.35,2395.05,0.0,0,0.0,2395.05,5374,45,2,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
6109,5,72,30.75,3,114.05,8468.2,0.0,0,2214.0,10682.2,4842,52,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
6110,0,50,0.0,6,39.7,1932.75,0.0,0,0.0,1932.75,5174,48,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
6111,6,72,32.22,25,104.9,7732.65,0.0,0,2319.84,10052.49,6378,38,3,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
6112,0,35,24.83,51,89.85,3161.2,0.0,20,869.05,4050.25,4945,30,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6113,6,48,0.0,16,29.5,1423.05,0.0,0,0.0,1423.05,3194,38,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
6114,0,41,36.7,59,106.5,4282.4,0.0,0,1504.7,5787.099999999999,4434,20,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6115,4,48,39.25,51,105.1,5083.55,0.0,0,1884.0,6967.55,3109,22,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
6116,8,16,46.45,12,112.95,1882.55,0.0,0,743.2,2625.75,2683,49,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
6117,3,72,45.05,9,79.55,5810.9,0.0,0,3243.6,9054.5,4766,34,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
6118,0,26,39.63,29,75.5,2018.1,0.0,0,1030.38,3048.48,5184,59,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
6119,0,35,25.52,0,20.1,644.5,0.0,0,893.1999999999999,1537.6999999999998,3726,44,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6120,10,52,5.32,0,25.05,1270.25,0.0,0,276.64,1546.8899999999999,5674,30,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
6121,10,40,39.97,17,78.85,3126.85,0.0,0,1598.8,4725.65,5257,61,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
6122,6,60,4.59,9,109.45,6572.85,0.0,0,275.4,6848.25,4350,36,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6123,7,54,4.33,12,86.2,4524.05,0.0,0,233.82,4757.87,6275,40,2,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
6124,4,8,22.14,82,94.75,759.55,0.0,0,177.12,936.67,5505,26,3,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6125,10,69,3.81,4,99.5,6841.45,0.0,0,262.89,7104.34,4237,50,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
6126,0,55,12.28,48,59.2,3175.85,0.0,0,675.4,3851.25,5162,20,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
6127,0,46,30.6,59,95.65,4664.2,0.0,0,1407.6000000000001,6071.8,4727,27,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6128,0,64,4.03,0,24.7,1642.75,0.0,0,257.92,1900.67,5655,53,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
6129,0,18,41.08,48,80.55,1406.65,0.0,0,739.4399999999999,2146.09,5334,29,3,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
6130,0,1,11.1,0,20.05,20.05,0.0,0,11.1,31.15,2313,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6131,7,71,39.09,69,97.2,6910.3,0.0,0,2775.3900000000003,9685.69,4603,28,2,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
6132,10,61,20.09,0,24.4,1417.9,0.0,0,1225.49,2643.3900000000003,4900,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
6133,5,55,36.17,69,59.45,3157.0,0.0,40,1989.3500000000001,5186.35,5712,24,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6134,0,1,10.83,15,49.55,49.55,0.0,0,10.83,60.379999999999995,5277,45,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6135,7,64,35.92,11,99.0,6375.8,0.0,0,2298.88,8674.68,5483,35,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
6136,4,30,15.94,53,80.8,2369.3,0.0,0,478.2,2847.5,4274,24,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
6137,0,34,20.47,0,26.1,980.35,0.0,0,695.98,1676.33,2026,54,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
6138,7,72,17.28,11,82.65,5919.35,0.0,0,1244.16,7163.51,4324,53,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
6139,0,15,15.28,16,94.0,1505.45,0.0,0,229.2,1734.65,4521,54,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
6140,10,2,34.38,0,20.0,38.0,0.0,0,68.76,106.76,4823,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
6141,0,3,31.81,0,20.2,65.95,0.0,0,95.42999999999999,161.38,4369,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
6142,0,15,11.75,28,49.0,749.25,0.0,0,176.25,925.5,2597,40,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6143,0,6,15.5,0,19.65,100.9,0.0,0,93.0,193.9,2231,52,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
6144,0,33,10.28,7,59.4,1952.8,0.0,0,339.23999999999995,2292.04,2853,41,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
6145,0,11,1.87,0,25.2,245.15,0.0,0,20.57,265.72,4998,50,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
6146,3,57,42.18,22,95.0,5535.8,0.0,0,2404.2599999999998,7940.0599999999995,6245,35,2,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
6147,8,24,44.06,59,69.45,1614.05,0.0,0,1057.44,2671.49,4208,23,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
6148,6,45,33.45,69,95.0,4368.85,0.0,60,1505.2500000000002,5934.1,2719,25,2,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
6149,0,5,5.41,0,25.45,134.75,0.0,0,27.05,161.8,4855,63,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6150,3,14,10.74,59,61.4,815.55,0.0,20,150.36,985.91,3186,20,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
6151,0,70,0.0,59,40.05,2799.75,0.0,0,0.0,2799.75,5055,25,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
6152,0,72,0.0,6,64.45,4528.0,0.0,0,0.0,4528.0,5265,53,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
6153,5,40,49.22,0,26.2,1077.5,0.0,0,1968.8,3046.3,2211,49,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
6154,0,38,41.63,0,20.05,741.5,0.0,0,1581.94,2323.44,2295,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
6155,7,24,1.02,3,53.6,1315.35,0.0,120,24.48,1459.83,2977,56,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6156,5,67,1.36,82,75.5,5229.45,0.0,0,91.12,5320.57,5420,24,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
6157,1,47,2.56,0,19.3,890.5,0.0,0,120.32000000000001,1010.82,5829,24,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
6158,5,72,32.59,14,79.5,5661.7,0.0,0,2346.4800000000005,8008.18,4390,35,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
6159,0,72,44.46,48,88.6,6201.95,0.0,0,3201.12,9403.07,5842,26,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
6160,0,7,48.16,85,66.85,458.1,0.0,0,337.12,795.22,4858,30,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6161,0,6,18.65,18,69.1,435.0,0.0,0,111.89999999999999,546.9,5741,59,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
6162,0,26,29.07,42,45.45,1233.15,0.0,0,755.82,1988.9700000000003,5451,28,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
6163,7,28,28.86,24,60.9,1785.65,0.0,0,808.0799999999999,2593.73,3851,32,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6164,0,6,17.53,0,19.55,128.6,0.0,0,105.18,233.78,2309,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6165,0,66,27.09,51,90.95,5930.05,0.0,0,1787.94,7717.99,6204,20,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
6166,3,37,1.12,23,75.1,2658.8,0.0,0,41.440000000000005,2700.2400000000002,4131,32,2,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
6167,0,11,47.12,23,78.0,851.8,0.0,0,518.3199999999999,1370.12,4886,63,2,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
6168,2,57,10.05,16,84.5,4845.4,0.0,0,572.85,5418.25,5928,33,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
6169,1,1,41.1,18,44.55,44.55,0.0,0,41.1,85.65,3408,48,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6170,5,64,32.93,26,70.15,4480.7,0.0,0,2107.52,6588.219999999999,5037,24,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6171,0,56,2.5,3,105.45,5916.95,0.0,0,140.0,6056.95,4212,42,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
6172,0,13,26.57,0,20.2,273.25,0.0,0,345.41,618.6600000000001,2953,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6173,0,53,28.46,0,20.25,1048.45,0.0,0,1508.38,2556.83,4218,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6174,0,33,17.63,19,79.0,2576.8,0.0,0,581.79,3158.59,4396,59,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
6175,1,55,41.89,52,85.5,4713.4,0.0,0,2303.95,7017.349999999999,6411,29,2,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
6176,0,19,18.57,0,20.25,383.65,0.0,0,352.83,736.48,5586,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6177,3,10,36.37,0,25.35,253.5,0.0,0,363.7,617.2,2299,22,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6178,4,52,49.82,51,106.3,5487.0,0.0,0,2590.64,8077.639999999999,4969,26,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
6179,5,70,48.57,0,20.05,1360.25,0.0,0,3399.9,4760.15,4485,47,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6180,0,2,6.34,28,50.2,109.25,0.0,10,12.68,131.93,4697,61,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
6181,1,24,4.47,0,19.9,533.5,0.0,0,107.28,640.78,4158,38,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
6182,0,33,21.16,0,20.15,682.15,0.0,0,698.28,1380.4299999999998,5759,51,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
6183,0,12,33.36,22,89.55,1021.75,0.0,0,400.32,1422.07,2325,60,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
6184,4,71,6.19,9,116.25,8564.75,0.0,0,439.49,9004.24,6124,42,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
6185,3,15,37.9,0,20.05,284.3,0.0,0,568.5,852.8,3591,57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6186,0,21,16.16,42,65.35,1424.4,0.0,0,339.36,1763.7600000000002,2887,28,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6187,0,65,26.83,59,105.05,6744.25,0.0,0,1743.9499999999998,8488.2,5742,22,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
6188,6,52,49.51,0,25.75,1345.85,0.0,0,2574.52,3920.37,4676,61,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
6189,1,46,24.33,0,19.25,864.2,0.0,0,1119.1799999999998,1983.3799999999999,5596,52,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
